Nom_Prov,Nom_Dpto,Nom_Local,Media_Af,Media_VulSanit,Max_VulSanit,Max_Af,Rad_Extremo
Río negro,General Roca,BARRIO EL LABRADOR,0.0725,0.8072,0.8072,0.0725,0
Río negro,General Roca,CINCO SALTOS,0.0187,0.2826,0.7186,0.0193,0
Río negro,General Roca,BARRIO NORTE,0.0187,0.7068,0.7068,0.0187,0
Río negro,General Roca,FERRI,0.0222,0.8002,0.8002,0.0222,0
Río negro,General Roca,BARRIO PUENTE 83,0.0418,0.7477,0.8531,0.0501,0
Río negro,General Roca,CIPOLLETTI,0.0244,0.366,0.9736,0.0395,0
Río negro,General Roca,BARRIO MARÍA ELVIRA,0.0319,0.7486,0.7486,0.0319,0
Río negro,General Roca,GENERAL FERNÁNDEZ ORO,0.0501,0.2222,0.6767,0.0501,0
Río negro,General Roca,BARRIO COSTA LINDA,0.0501,0.6767,0.6767,0.0501,0
Río negro,General Roca,BARRIO ISLA 10,0.0501,0.7591,0.7591,0.0501,0
Río negro,General Roca,BARRIO UNIÓN,0.0501,0.7591,0.7591,0.0501,0
Río negro,General Roca,ALLEN,0.0358,0.4094,0.9174,0.0951,0
Río negro,General Roca,BARRIO EL MARUCHITO,0.0924,0.7571,0.7571,0.0924,0
Río negro,General Roca,BARRIO FRONTERA,0.1074,0.8504,0.8504,0.1074,0
Río negro,General Roca,BARRIO GUERRICO,0.1074,0.8504,0.8504,0.1074,0
Río negro,General Roca,BARRIO CALLE CIEGA Nº 6,0.1074,0.8504,0.8504,0.1074,0
Río negro,General Roca,BARRIO COSTA OESTE,0.1007,0.7273,0.7273,0.1007,0
Río negro,General Roca,BARRIO EMERGENTE,0.0978,0.8088,0.8088,0.0978,0
Río negro,General Roca,BARRIO COSTA ESTE,0.1064,0.7982,0.7982,0.1064,0
Río negro,General Roca,BARRIO BLANCO,0.1064,0.7982,0.7982,0.1064,0
Río negro,General Roca,BARRIO LA HERRADURA,0.1064,0.7982,0.7982,0.1064,0
Río negro,General Roca,BARRIO CALLE CIEGA Nº 10,0.1064,0.7982,0.7982,0.1064,0
Río negro,General Roca,GENERAL ROCA,0.0226,0.387,0.8884,0.0544,0
Río negro,General Roca,BARRIO CHACRA MONTE,0.0202,0.7963,0.8798,0.0202,0
Río negro,General Roca,BARRIO CANALE,0.0304,0.8177,0.8177,0.0304,0
Río negro,General Roca,PASO CÓRDOVA,0.0308,0.7959,0.7959,0.0308,0
Río negro,General Roca,BARRIO MOSCONI,0.0308,0.653,0.653,0.0308,0
Río negro,General Roca,BARRIO LA RIBERA - BARRIO APY,0.0308,0.641,0.641,0.0308,0
Río negro,General Roca,BARRIO MAR DEL PLATA,0.0854,0.8086,0.8086,0.0854,0
Río negro,General Roca,BARRIO EL PETRÓLEO,0.031,0.7411,0.7411,0.031,0
Río negro,General Roca,BARRIO LA COSTA,0.031,0.7411,0.7411,0.031,0
Río negro,General Roca,CERVANTES,0.0322,0.2778,0.6542,0.0434,0
Río negro,General Roca,BARRIO LA DEFENSA,0.0426,0.8358,0.8358,0.0426,0
Río negro,General Roca,BARRIO FÁTIMA,0.0418,0.6542,0.6542,0.0418,0
Río negro,General Roca,BARRIO PORVENIR,0.0418,0.6542,0.6542,0.0418,0
Río negro,General Roca,PUENTE CERO,0.0209,0.8599,0.8599,0.0209,0
Río negro,General Roca,MAINQUÉ,0.0434,0.6571,0.7441,0.0434,0
Río negro,General Roca,BARRIO SANTA LUCÍA,0.0434,0.8438,0.8438,0.0434,0
Río negro,General Roca,BARRIO LUISILLO,0.0434,0.8438,0.8438,0.0434,0
Río negro,General Roca,INGENIERO LUIS A. HUERGO,0.0435,0.6385,0.7517,0.0439,0
Río negro,General Roca,BARRIO LA BARDA,0.0439,0.7517,0.7517,0.0439,0
Río negro,General Roca,BARRIO LA COSTA,0.0438,0.7524,0.7524,0.0438,0
Río negro,General Roca,GENERAL ENRIQUE GODOY,0.0461,0.667,0.7973,0.0461,0
Río negro,General Roca,VILLA REGINA,0.0416,0.3248,0.8922,0.0455,0
Río negro,General Roca,VILLA ALBERDI,0.0455,0.6561,0.6561,0.0455,0
Río negro,General Roca,BARRIO SANTA RITA,0.0458,0.667,0.667,0.0458,0
Río negro,General Roca,CHICHINALES,0.0362,0.4633,0.6918,0.0364,0
Río negro,General Roca,VILLA DEL PARQUE,0.037,0.7182,0.768,0.0372,0
Río negro,General Roca,BARRIO MOÑO AZUL,0.0361,0.7699,0.7699,0.0361,0
Río negro,General Roca,INGENIERO OTTO KRAUSE,0.0372,0.768,0.768,0.0372,0
Río negro,General Roca,CATRIEL,0.0243,0.3318,0.6124,0.0243,0
Río negro,9 de Julio,SIERRA COLORADA,0.1175,0.8232,0.9534,0.1342,0
Río negro,9 de Julio,MINISTRO RAMOS MEXÍA,0.1342,0.924,0.924,0.1342,0
Río negro,9 de Julio,CONA NIYEU,0.0138,0.972,0.972,0.0138,0
Río negro,9 de Julio,COMICÓ,0.0358,0.9534,0.9534,0.0358,0
Río negro,9 de Julio,ZONA RURAL,0.0372,0.965,0.9792,0.0487,0
Río negro,9 de Julio,TRENETA,0.0487,0.9672,0.9672,0.0487,0
Río negro,9 de Julio,YAMINUÉ,0.0487,0.9672,0.9672,0.0487,0
Río negro,9 de Julio,PRAHUANIYEU,0.0214,0.9792,0.9792,0.0214,0
Río negro,Ñorquinco,ÑORQUINCÓ,0.0359,0.6526,0.8846,0.0454,0
Río negro,Ñorquinco,RÍO CHICO,0.1217,0.7502,0.7502,0.1217,0
Río negro,Ñorquinco,MAMUEL CHOIQUE,0.0587,0.9617,0.9617,0.0587,0
Río negro,Ñorquinco,ZONA RURAL,0.0526,0.9262,0.9617,0.0587,0
Río negro,Ñorquinco,OJOS DE AGUA,0.0587,0.9617,0.9617,0.0587,0
Río negro,Ñorquinco,LAS BAYAS,0.0454,0.8846,0.8846,0.0454,0
Río negro,Pichi Mahuída,RÍO COLORADO,0.0155,0.3078,0.6321,0.0155,0
Río negro,Pichi Mahuída,COLONIA JULIÁ Y ECHARREN,0.0155,0.5663,0.5663,0.0155,0
Río negro,Pichi Mahuída,ZONA RURAL,0.051,0.6751,0.8759,0.3259,0
Río negro,Pichi Mahuída,JUVENTUD UNIDA,0.0155,0.62,0.62,0.0155,0
Río negro,Pichi Mahuída,BARRIO ESPERANZA,0.0155,0.7127,0.7127,0.0155,0
Río negro,Pichi Mahuída,SALTO ANDERSEN,0.2849,0.8012,0.8012,0.2849,0
Río negro,Pichi Mahuída,PICHI MAHUIDA,0.2849,0.8012,0.8012,0.2849,0
Río negro,Pilnaniyeu,PILCANIYEU,0.1217,0.2923,0.2923,0.1217,0
Río negro,Pilnaniyeu,COMALLO,0.1429,0.4506,0.4565,0.1429,0
Río negro,Pilnaniyeu,VILLA LLANQUÍN,0.0554,0.9557,0.9557,0.0554,0
Río negro,Pilnaniyeu,ZONA RURAL,0.075,0.9463,0.9557,0.1427,0
Río negro,Pilnaniyeu,PILQUINIYEU DEL LIMAY,0.0394,0.949,0.949,0.0394,0
Río negro,Pilnaniyeu,CAÑADÓN CHILENO,0.1427,0.9285,0.9285,0.1427,0
Río negro,Pilnaniyeu,LAGUNA BLANCA,0.1427,0.9285,0.9285,0.1427,0
Río negro,Pilnaniyeu,ÑIRIHUAU,0.0636,0.948,0.948,0.0636,0
Río negro,Pilnaniyeu,DINA HUAPI,0.0426,0.6143,0.6978,0.0426,0
Río negro,San Antonio,SAN ANTONIO OESTE,0.0267,0.3204,0.9246,0.0441,0
Río negro,San Antonio,SIERRA GRANDE,0.031,0.2595,0.9359,0.0366,0
Río negro,San Antonio,LAS GRUTAS,0.06,0.3657,0.9246,0.0663,0
Río negro,San Antonio,PUERTO SAN ANTONIO ESTE,0.0263,0.8604,0.8604,0.0263,0
Río negro,San Antonio,SACO VIEJO,0.0441,0.9246,0.9246,0.0441,0
Río negro,San Antonio,ZONA RURAL,0.043,0.9273,0.9513,0.0457,0
Río negro,San Antonio,EL EMPALME,0.0441,0.9246,0.9246,0.0441,0
Río negro,San Antonio,PUNTA COLORADA,0.0332,0.9359,0.9359,0.0332,0
Río negro,San Antonio,PLAYAS DORADAS,0.0307,0.3044,0.3968,0.0307,0
Río negro,Valcheta,VALCHETA,0.0411,0.8118,0.8762,0.0411,0
Río negro,Valcheta,NAHUEL NIYEU,0.0411,0.947,0.947,0.0411,0
Río negro,Valcheta,AGUADA CECILIO,0.0411,0.9182,0.9182,0.0411,0
Río negro,Valcheta,SIERRA PAILEMAN,0.0411,0.9551,0.9551,0.0411,0
Río negro,Valcheta,ARROYO LOS BERROS,0.0367,0.9347,0.9347,0.0367,0
Río negro,Valcheta,ARROYO VENTANA,0.0366,0.9134,0.9134,0.0366,0
Río negro,Valcheta,ZONA RURAL,0.0379,0.9692,0.9761,0.0411,0
Río negro,25 de Mayo,LOS MENUCOS,0.117,0.4034,0.9694,0.1342,0
Río negro,25 de Mayo,MAQUINCHAO,0.0627,0.4025,0.4699,0.0627,0
Río negro,25 de Mayo,INGENIERO JACOBACCI,0.0346,0.4706,0.6138,0.0346,0
Río negro,25 de Mayo,AGUADA DE GUERRA,0.0627,0.914,0.914,0.0627,0
Río negro,25 de Mayo,EL CAÍN,0.0362,0.9533,0.9533,0.0362,0
Río negro,25 de Mayo,CLEMENTE ONELLI,0.1429,0.9266,0.9266,0.1429,0
Río negro,25 de Mayo,ZONA RURAL,0.035,0.9546,0.9694,0.0531,0
Río negro,25 de Mayo,PILQUINIYEU,0.0443,0.9302,0.9302,0.0443,0
Río negro,25 de Mayo,MINA SANTA TERESITA,0.0531,0.9524,0.9524,0.0531,0
Río negro,25 de Mayo,COLÁN CONHUÉ,0.0531,0.9524,0.9524,0.0531,0
Salta,Iruya,PUEBLO VIEJO,0.5774,0.8661,0.8661,0.5774,1
Salta,La Poma,COBRES,0.6617,0.956,0.956,0.6617,1
Salta,La Poma,LA POMA,0.4851,0.9919,0.9919,0.4851,1
Salta,Los Andes,ZONA RURAL,0.5769,0.9918,0.9992,0.6416,1
Salta,Los Andes,TOLAR GRANDE,0.6416,0.9837,0.9837,0.6416,1
Salta,Los Andes,OLACAPATO,0.5652,0.9922,0.9922,0.5652,1
Salta,Los Andes,SANTA ROSA DE LOS PASTOS GRANDES,0.5652,0.9922,0.9922,0.5652,1
Salta,Los Andes,SAN ANTONIO DE LOS COBRES,0.5818,0.968,0.9877,0.5818,1
Salta,Orán,AGUAS BLANCAS,0.6161,0.6855,0.7178,0.6161,1
Salta,Santa Victoria,POSCAYA,0.6388,0.987,0.987,0.6388,1
Salta,Santa Victoria,NAZARENO,0.6388,0.938,0.938,0.6388,1
San Juan,Albardón,EL RINCÓN,0.1734,0.7106,0.7896,0.1734,0
San Juan,Capital,SAN JUAN,0.133,0.3606,0.7346,0.2101,0
San Juan,Caucete,CAUCETE,0.1239,0.4981,0.8434,0.1239,0
San Juan,Caucete,VILLA INDEPENDENCIA,0.1359,0.8935,0.8935,0.1359,0
San Juan,Caucete,LAS TALAS - LOS MÉDANOS,0.1761,0.8919,0.8941,0.2114,0
San Juan,Caucete,BARRIO JUSTO P. CASTRO IV,0.1239,0.4829,0.4829,0.1239,0
San Juan,Caucete,PIE DE PALO,0.1239,0.8978,0.8978,0.1239,0
San Juan,Caucete,EL RINCÓN,0.1247,0.825,0.825,0.1247,0
San Juan,Caucete,BERMEJO,0.13,0.9799,0.9799,0.13,0
San Juan,Caucete,VALLECITO,0.1239,0.8981,0.8981,0.1239,0
San Juan,Chimbas,CHIMBAS,0.1245,0.7126,0.9114,0.1978,0
San Juan,Iglesia,TUDCUM,0.2077,0.9013,0.9013,0.2077,0
San Juan,Jáchal,VILLA MALVINAS ARGENTINAS,0.1275,0.865,0.865,0.1275,0
San Juan,Jáchal,GRAN CHINA,0.219,0.9241,0.9241,0.219,0
San Juan,Jáchal,SAN ISIDRO,0.219,0.7742,0.7742,0.219,0
San Juan,Jáchal,TAMBERÍAS,0.1316,0.807,0.807,0.1316,0
San Juan,Jáchal,SAN JOSÉ DE JÁCHAL,0.1275,0.4712,0.7363,0.1275,0
San Juan,9 de julio,ZONA RURAL,0.1593,0.8916,0.91,0.2329,0
San Juan,9 de julio,COLONIA FIORITO,0.1753,0.8687,0.8687,0.1753,0
San Juan,9 de julio,ALTO DE SIERRA,0.2329,0.91,0.91,0.2329,0
San Juan,9 de julio,LAS CHACRITAS,0.1765,0.889,0.9053,0.1765,0
San Juan,9 de julio,9 DE JULIO,0.1409,0.8409,0.8925,0.165,0
San Juan,Pocito,ZONA RURAL,0.1294,0.8709,0.9512,0.1705,0
San Juan,Pocito,QUINTO CUARTEL,0.1212,0.7982,0.7982,0.1212,0
San Juan,Pocito,LAS PIEDRITAS,0.1154,0.8012,0.8012,0.1154,0
San Juan,Pocito,VILLA ABERASTAIN - LA RINCONADA,0.1134,0.6786,0.8068,0.1137,0
San Juan,Pocito,VILLA CENTENARIO,0.1257,0.8634,0.8897,0.1269,0
San Juan,Pocito,VILLA BARBOSA - VILLA NACUSI,0.1196,0.7845,0.9342,0.1303,0
San Juan,Pocito,BARRIO RUTA 40,0.1482,0.9334,0.9334,0.1482,0
San Juan,Pocito,BARRIO MUNICIPAL,0.1333,0.8664,0.8664,0.1333,0
San Juan,Pocito,CARPINTERÍA,0.1482,0.8614,0.8614,0.1482,0
San Juan,Rawson,RAWSON,0.1207,0.667,0.8806,0.154,0
San Juan,Rawson,ZONA RURAL,0.1318,0.8762,0.9229,0.1425,0
San Juan,Rawson,VILLA BOLAÑOS (MÉDANO DE ORO),0.1405,0.7538,0.7538,0.1405,0
San Juan,Rivadavia,ZONA RURAL,0.1818,0.8967,0.8967,0.1818,0
San Juan,Rivadavia,RIVADAVIA,0.1293,0.5098,0.8498,0.1696,0
San Juan,San Martín,VILLA DEL SALVADOR,0.235,0.8488,0.8497,0.237,0
San Juan,San Martín,DOS ACEQUIAS,0.2378,0.7891,0.7891,0.2378,0
San Juan,San Martín,BARRIO SADOP-BELLA VISTA,0.2233,0.7866,0.7866,0.2233,0
San Juan,San Martín,VILLA DON BOSCO,0.2434,0.7288,0.8442,0.2435,0
San Juan,San Martín,VILLA DOMINGUITO,0.2435,0.8815,0.8815,0.2435,0
San Juan,Santa Lucía,SANTA LUCÍA,0.1442,0.6112,0.8745,0.1634,0
San Juan,Sarmiento,CAÑADA HONDA,0.2065,0.8511,0.8511,0.2065,0
San Juan,Sarmiento,GUANACACHE,0.2065,0.8511,0.8511,0.2065,0
San Juan,Sarmiento,COLONIA FISCAL,0.1491,0.9193,0.9193,0.1491,0
San Juan,Sarmiento,PUNTA DEL MÉDANO,0.1478,0.8732,0.8732,0.1478,0
San Juan,Sarmiento,VILLA MEDIA AGUA,0.1478,0.5179,0.881,0.1478,0
San Juan,Sarmiento,LAS LAGUNAS,0.1478,0.8858,0.8858,0.1478,0
San Juan,25 de Mayo,VILLA SANTA ROSA,0.1308,0.6854,0.7351,0.1308,0
San Juan,25 de Mayo,ZONA RURAL,0.1357,0.9216,0.9966,0.2234,0
San Juan,25 de Mayo,VILLA EL TANGO,0.129,0.9096,0.9169,0.1308,0
San Juan,25 de Mayo,VILLA BORJAS - LA CHIMBERA,0.1309,0.863,0.9475,0.1316,0
San Juan,25 de Mayo,TUPELI,0.1308,0.8341,0.8341,0.1308,0
San Juan,25 de Mayo,EL ENCON,0.1497,0.9659,0.9659,0.1497,0
San Juan,Zonda,VILLA BASILIO NIEVAS,0.1687,0.8549,0.9079,0.1699,0
San Luis,Ayacucho,SAN FRANCISCO DEL MONTE DE,0.6952,0.4792,0.63,0.6952,1
San Luis,Belgrano,VILLA GENERAL ROCA,0.5266,0.9596,0.9596,0.5266,1
San Luis,Belgrano,LA CALERA,0.3453,0.9316,0.9316,0.3453,0
San Luis,Coronel Pringles,CAROLINA,0.4659,0.8764,0.8764,0.4659,1
San Luis,Coronel Pringles,RIO GRANDE,0.3479,0.8772,0.8772,0.3479,0
San Luis,Coronel Pringles,EL TRAPICHE,0.3479,0.7787,0.8349,0.3479,0
San Luis,Coronel Pringles,LA FLORIDA,0.3479,0.8746,0.8746,0.3479,0
San Luis,Coronel Pringles,ESTANCIA GRANDE,0.628,0.7055,0.7055,0.628,1
San Luis,Coronel Pringles,LA BAJADA,0.3751,0.9767,0.9767,0.3751,0
San Luis,Coronel Pringles,RIOCITO,0.3751,0.9767,0.9767,0.3751,0
San Luis,Coronel Pringles,LA TOMA,0.3631,0.6528,0.7085,0.3655,0
San Luis,Coronel Pringles,SALADILLO,0.4186,0.8937,0.8937,0.4186,1
San Luis,Coronel Pringles,FRAGA,0.1772,0.9061,0.9061,0.1772,0
San Luis,General Pedernera,JUAN LLERENA,0.2566,0.9738,0.9738,0.2566,0
San Luis,General Pedernera,SAN JOSÉ DEL MORRO,0.2566,0.9671,0.9671,0.2566,0
San Luis,General Pedernera,LA PUNILLA,0.7319,0.951,0.951,0.7319,1
San Luis,General Pedernera,JUAN JORBA,0.1204,0.9638,0.9638,0.1204,0
San Luis,General Pedernera,VILLA MERCEDES,0.1351,0.389,0.999,0.1905,0
San Luis,General Pedernera,VILLA REYNOLDS,0.1947,0.7255,0.84,0.2107,0
San Luis,General Pedernera,JUSTO DARACT,0.1033,0.7203,0.8024,0.1033,0
San Luis,General Pedernera,LAVAISSE,0.1953,0.9651,0.9651,0.1953,0
San Luis,General Pedernera,VILLA SALLES,0.1055,0.9116,0.9116,0.1055,0
San Luis,General Pedernera,NACIÓN RANQUEL,0.1143,0.9748,0.9748,0.1143,0
San Luis,Gobernador Dupuy,ZONA RURAL,0.1626,0.9464,0.9885,0.25,0
San Luis,Gobernador Dupuy,NAVIA,0.1447,0.9806,0.9806,0.1447,0
San Luis,Gobernador Dupuy,NAHUEL MAPA,0.1322,0.9573,0.9573,0.1322,0
San Luis,Gobernador Dupuy,BATAVIA,0.1143,0.9554,0.9554,0.1143,0
San Luis,Gobernador Dupuy,FORTÍN EL PATRIA,0.1143,0.9708,0.9708,0.1143,0
San Luis,Gobernador Dupuy,BUENA ESPERANZA,0.139,0.9539,0.9571,0.139,0
San Luis,Gobernador Dupuy,BAGUAL,0.25,0.8117,0.8117,0.25,0
San Luis,Gobernador Dupuy,FORTUNA,0.25,0.8226,0.8226,0.25,0
San Luis,Gobernador Dupuy,NUEVA GALIA,0.2345,0.7302,0.7302,0.2345,0
San Luis,Gobernador Dupuy,ANCHORENA,0.1827,0.2404,0.2404,0.1827,0
San Luis,Gobernador Dupuy,MARTÍN DE LOYOLA,0.1447,0.9096,0.9096,0.1447,0
San Luis,Gobernador Dupuy,LA MAROMA,0.1447,0.9096,0.9096,0.1447,0
San Luis,Gobernador Dupuy,UNIÓN,0.1447,0.7979,0.8125,0.1447,0
San Luis,Gobernador Dupuy,LOS OVEROS,0.0708,0.9885,0.9885,0.0708,0
San Luis,Gobernador Dupuy,ARIZONA,0.1827,0.9301,0.9301,0.1827,0
San Luis,La Capital,ZONA RURAL,0.4265,0.9228,0.9946,0.7593,1
San Luis,La Capital,JARILLA,0.2339,0.9788,0.9788,0.2339,0
San Luis,La Capital,DESAGUADERO,0.2361,0.9749,0.9788,0.2381,0
San Luis,La Capital,CHOSMES,0.3352,0.9711,0.9711,0.3352,0
San Luis,La Capital,ALTO PENCOSO,0.2346,0.9551,0.9551,0.2346,0
San Luis,La Capital,BALDE,0.2023,0.6217,0.6217,0.2023,0
San Luis,La Capital,SAN JERÓNIMO,0.7904,0.8375,0.8375,0.7904,1
San Luis,La Capital,POTRERO DE LOS FUNES,0.628,0.4807,0.5402,0.628,1
San Luis,La Capital,MOSMOTA,0.2381,0.9714,0.9714,0.2381,0
San Luis,La Capital,SALINAS DEL BEBEDERO,0.2023,0.859,0.859,0.2023,0
San Luis,La Capital,BEAZLEY,0.2737,0.4065,0.4065,0.2737,0
San Luis,La Capital,ZANJITAS,0.2737,0.9523,0.9523,0.2737,0
San Luis,La Capital,CAZADOR,0.2737,0.9867,0.9867,0.2737,0
San Luis,La Capital,ALTO PELADO,0.2267,0.9581,0.9581,0.2267,0
San Luis,Libertador General San Martín,SAN MARTÍN,0.7074,0.3581,0.3581,0.7074,1
San Luis,Libertador General San Martín,LAS AGUADAS,0.8143,0.9663,0.9663,0.8143,1
San Luis,Libertador General San Martín,PASO GRANDE,0.356,0.8272,0.8272,0.356,0
San Luis,Libertador General San Martín,LA VERTIENTE,0.3637,0.9579,0.9579,0.3637,0
Santa Cruz,Corpen Aike,ZONA RURAL,0.1589,0.9723,0.991,0.2425,0
Santa Cruz,Corpen Aike,COMANDANTE LUIS PIEDRABUEN,0.1588,0.1913,0.3587,0.1588,0
Santa Cruz,Corpen Aike,PUERTO SANTA CRUZ,0.1159,0.1679,0.3105,0.1159,0
Santa Cruz,Deseado,ZONA RURAL,0.0949,0.9422,0.993,0.2191,0
Santa Cruz,Deseado,LAS HERAS,0.1225,0.3886,0.5416,0.1225,0
Santa Cruz,Deseado,CALETA OLIVIA,0.0911,0.3422,0.6757,0.1019,0
Santa Cruz,Deseado,KOLUEL KAIKE,0.0915,0.8139,0.8139,0.0915,0
Santa Cruz,Deseado,PICO TRUNCADO,0.0932,0.3504,0.4859,0.0945,0
Santa Cruz,Deseado,FITZ ROY,0.1235,0.8664,0.8664,0.1235,0
Santa Cruz,Deseado,JARAMILLO,0.09,0.8465,0.8465,0.09,0
Santa Cruz,Deseado,TELLIER,0.0069,0.8133,0.8133,0.0069,0
Santa Cruz,Deseado,PUERTO DESEADO,0.0875,0.3548,0.5029,0.1087,0
Santa Cruz,Deseado,CAÑADÓN SECO,0.0978,0.4906,0.4906,0.0978,0
Santa Cruz,Güer Aike,ZONA RURAL,0.1661,0.9189,0.973,0.2146,0
Santa Cruz,Güer Aike,RÍO GALLEGOS,0.0844,0.3567,0.8357,0.0964,0
Santa Cruz,Güer Aike,JULIA DUFOUR,0.2079,0.6287,0.6287,0.2079,0
Santa Cruz,Güer Aike,EL TURBIO,0.1745,0.8685,0.8685,0.1745,0
Santa Cruz,Güer Aike,ROSPENTEK,0.1745,0.5921,0.5921,0.1745,0
Santa Cruz,Güer Aike,MINA 3,0.2079,0.54,0.54,0.2079,0
Santa Cruz,Güer Aike,28 DE NOVIEMBRE,0.1892,0.5642,0.6372,0.2079,0
Santa Cruz,Güer Aike,YACIMIENTOS RÍO TURBIO,0.1706,0.2548,0.3981,0.1706,0
Santa Cruz,Lago Argentino,ZONA RURAL,0.156,0.9408,0.9712,0.3032,0
Santa Cruz,Lago Argentino,EL CHALTÉN,0.2058,0.8903,0.8903,0.2058,0
Santa Cruz,Lago Argentino,TRES LAGOS,0.3654,0.865,0.865,0.3654,0
Santa Cruz,Lago Argentino,EL CALAFATE,0.0914,0.8594,0.9669,0.131,0
Santa Cruz,Lago Buenos Aires,ZONA RURAL,0.1121,0.981,0.9899,0.2263,0
Santa Cruz,Lago Buenos Aires,LOS ANTIGUOS,0.1281,0.8886,0.9323,0.1281,0
Santa Cruz,Lago Buenos Aires,PERITO MORENO,0.1041,0.8649,0.9102,0.1041,0
Santa Cruz,Magallanes,ZONA RURAL,0.1696,0.8671,0.975,0.2409,0
Santa Cruz,Magallanes,PUERTO SAN JULIÁN,0.0794,0.3591,0.4328,0.0976,0
Santa Cruz,Río Chico,ZONA RURAL,0.1345,0.9685,0.9766,0.2135,0
Santa Cruz,Río Chico,BAJO CARACOLES,0.1041,0.8687,0.8687,0.1041,0
Santa Cruz,Río Chico,HIPÓLITO YRIGOYEN,0.1281,0.9246,0.9246,0.1281,0
Santa Cruz,Río Chico,GOBERNADOR GREGORES,0.1118,0.8781,0.9146,0.1118,0
Santa Fe,Belgrano,ZONA RURAL,0.0541,0.7895,0.873,0.0801,0
Santa Fe,Belgrano,BOUQUET,0.0815,0.7192,0.7192,0.0815,0
Santa Fe,Belgrano,LAS PAREJAS,0.0432,0.3727,0.5146,0.0473,0
Santa Fe,Belgrano,MONTES DE OCA,0.0708,0.7811,0.8408,0.0708,0
Santa Fe,Belgrano,ARMSTRONG,0.0677,0.6799,0.7832,0.0683,0
Santa Fe,Belgrano,TORTUGAS,0.0708,0.8166,0.8403,0.0708,0
Santa Fe,Belgrano,LAS ROSAS,0.0463,0.7427,0.8762,0.0479,0
Santa Fe,Caseros,ARTEAGA,0.0374,0.6463,0.6603,0.0374,0
Santa Fe,Caseros,SAN JOSÉ DE LA ESQUINA,0.0434,0.7227,0.7831,0.0434,0
Santa Fe,Caseros,AREQUITO,0.0355,0.6623,0.7722,0.0405,0
Santa Fe,Caseros,LOS MOLINOS,0.0424,0.7822,0.792,0.0424,0
Santa Fe,Caseros,ZONA RURAL,0.0442,0.7652,0.8808,0.0687,0
Santa Fe,Caseros,LOS NOGALES,0.0434,0.8529,0.8529,0.0434,0
Santa Fe,Caseros,CASILDA,0.0392,0.4348,0.7753,0.0447,0
Santa Fe,Caseros,SANFORD,0.0424,0.7433,0.7478,0.0424,0
Santa Fe,Caseros,CHABAS,0.055,0.7318,0.7961,0.0554,0
Santa Fe,Caseros,BIGAND,0.0335,0.701,0.8529,0.0363,0
Santa Fe,Caseros,BERABEÚ,0.0699,0.7959,0.8053,0.0704,0
Santa Fe,Caseros,CHAÑAR LADEADO,0.0443,0.6475,0.7178,0.0548,0
Santa Fe,Caseros,GÖDEKEN,0.0676,0.807,0.8239,0.0676,0
Santa Fe,Caseros,LOS QUIRQUINCHOS,0.0295,0.6763,0.7949,0.031,0
Santa Fe,Caseros,VILLADA,0.0678,0.7529,0.7552,0.0678,0
Santa Fe,Castellanos,VIRGINIA,0.1062,0.7029,0.7029,0.1062,0
Santa Fe,Castellanos,ZONA RURAL,0.0842,0.7801,0.9418,0.121,0
Santa Fe,Castellanos,HUMBERTO PRIMO,0.1155,0.6512,0.6976,0.1155,0
Santa Fe,Castellanos,COLONIA RAQUEL,0.0663,0.6315,0.6315,0.0663,0
Santa Fe,Castellanos,TACURAL,0.0663,0.6676,0.6676,0.0663,0
Santa Fe,Castellanos,COLONIA BICHA,0.1014,0.7615,0.7615,0.1014,0
Santa Fe,Castellanos,ATALIVA,0.0823,0.7087,0.7187,0.0823,0
Santa Fe,Castellanos,EUSEBIA Y CAROLINA,0.1014,0.8518,0.8518,0.1014,0
Santa Fe,Castellanos,ALDAO,0.0846,0.7415,0.7415,0.0846,0
Santa Fe,Castellanos,EGUSQUIZA,0.121,0.7027,0.7027,0.121,0
Santa Fe,Castellanos,LEHMANN,0.0862,0.7351,0.8515,0.0865,0
Santa Fe,Castellanos,NUEVA LEHMANN,0.0865,0.9444,0.9444,0.0865,0
Santa Fe,Castellanos,SUNCHALES,0.0863,0.3481,0.6887,0.0916,0
Santa Fe,Castellanos,PUEBLO MARINI,0.0822,0.9187,0.9187,0.0822,0
Santa Fe,Castellanos,RAMONA,0.0822,0.8271,0.8271,0.0822,0
Santa Fe,Castellanos,CORONEL FRAGA,0.0822,0.8231,0.8231,0.0822,0
Santa Fe,Castellanos,VILA,0.0783,0.7385,0.7385,0.0783,0
Santa Fe,Castellanos,CASTELLANOS,0.0783,0.7838,0.7838,0.0783,0
Santa Fe,Castellanos,SAN ANTONIO,0.0783,0.7524,0.7524,0.0783,0
Santa Fe,Castellanos,PRESIDENTE ROCA,0.0963,0.688,0.7748,0.0963,0
Santa Fe,Castellanos,BELLA ITALIA,0.1015,0.6786,0.7016,0.103,0
Santa Fe,Castellanos,AURELIA,0.0789,0.8072,0.8072,0.0789,0
Santa Fe,Castellanos,SUSANA,0.0789,0.606,0.606,0.0789,0
Santa Fe,Castellanos,VILLA SAN JOSÉ,0.0789,0.665,0.665,0.0789,0
Santa Fe,Castellanos,ESTACIÓN SAGUIER,0.0787,0.8742,0.8742,0.0787,0
Santa Fe,Castellanos,SANTA CLARA DE SAGUIER,0.0787,0.3245,0.3775,0.0787,0
