Nom_Prov,Nom_Dpto,Nom_Local,Media_Af,Media_VulSanit,Max_VulSanit,Max_Af,Rad_Extremo
C.A.B.A.,Comuna 01,COMUNA 1,0.0859,0.2593,0.8793,0.2804,FALSE
C.A.B.A.,Comuna 02,COMUNA 2,0.0747,0.0643,0.8090,0.1635,FALSE
C.A.B.A.,Comuna 03,COMUNA 3,0.0845,0.1579,0.6838,0.3929,TRUE
C.A.B.A.,Comuna 04,COMUNA 4,0.0639,0.3139,0.9705,0.1071,FALSE
C.A.B.A.,Comuna 05,COMUNA 5,0.0627,0.1233,0.4338,0.0902,FALSE
C.A.B.A.,Comuna 06,COMUNA 6,0.0604,0.1476,0.2768,0.1038,FALSE
C.A.B.A.,Comuna 07,COMUNA 7,0.0469,0.3037,0.7972,0.0595,FALSE
C.A.B.A.,Comuna 08,COMUNA 8,0.0493,0.5124,0.8280,0.0824,FALSE
C.A.B.A.,Comuna 09,COMUNA 9,0.0441,0.3367,0.6932,0.0676,FALSE
C.A.B.A.,Comuna 10,COMUNA 10,0.0454,0.2508,0.4414,0.0595,FALSE
C.A.B.A.,Comuna 11,COMUNA 11,0.0485,0.1962,0.3423,0.0600,FALSE
C.A.B.A.,Comuna 12,COMUNA 12,0.0504,0.2289,0.5195,0.0647,FALSE
C.A.B.A.,Comuna 13,COMUNA 13,0.0627,0.1967,0.4594,0.1763,FALSE
C.A.B.A.,Comuna 14,COMUNA 14,0.0723,0.1023,0.3662,0.1150,FALSE
C.A.B.A.,Comuna 15,COMUNA 15,0.0581,0.2094,0.5804,0.1053,FALSE
Buenos Aires,Adolfo Alsina,MAZA,0.0228,0.5882,0.6035,0.0228,FALSE
Buenos Aires,Adolfo Alsina,LA PALA,0.0228,0.6748,0.6748,0.0228,FALSE
Buenos Aires,Adolfo Alsina,ZONA RURAL,0.0174,0.6593,0.9071,0.0344,FALSE
Buenos Aires,Adolfo Alsina,YUTUYACO,0.0105,0.8726,0.8726,0.0105,FALSE
Buenos Aires,Adolfo Alsina,RIVERA,0.0105,0.2924,0.4512,0.0105,FALSE
Buenos Aires,Adolfo Alsina,DELFIN HUERGO,0.0105,0.6460,0.6460,0.0105,FALSE
Buenos Aires,Adolfo Alsina,ESTEBAN AGUSTIN GASCON,0.0116,0.6921,0.6921,0.0116,FALSE
Buenos Aires,Adolfo Alsina,CNIA. SAN MIGUEL ARCANGEL,0.0116,0.7449,0.7511,0.0116,FALSE
Buenos Aires,Adolfo Alsina,CARHUE,0.0181,0.2218,0.5792,0.0181,FALSE
Buenos Aires,Adolfo Alsina,ESPARTILLAR,0.0223,0.4486,0.4486,0.0223,FALSE
Buenos Aires,Adolfo Gonzáles Chaves,ZONA RURAL,0.0162,0.6849,0.8745,0.0631,FALSE
Buenos Aires,Adolfo Gonzáles Chaves,JUAN E. BARRA,0.0121,0.7360,0.7360,0.0121,FALSE
Buenos Aires,Adolfo Gonzáles Chaves,DE LA GARMA,0.0121,0.1634,0.1983,0.0121,FALSE
Buenos Aires,Adolfo Gonzáles Chaves,ADOLFO GONZALES CHAVES,0.0068,0.2727,0.6062,0.0068,FALSE
Buenos Aires,Adolfo Gonzáles Chaves,VASQUEZ,0.0413,0.8532,0.8532,0.0413,FALSE
Buenos Aires,Alberti,ZONA RURAL,0.0103,0.6057,0.8704,0.0214,FALSE
Buenos Aires,Alberti,VILLA ORTIZ,0.0085,0.5526,0.5562,0.0085,FALSE
Buenos Aires,Alberti,CORONEL SEGUI,0.0085,0.5674,0.5674,0.0085,FALSE
Buenos Aires,Alberti,VILLA MARIA,0.0085,0.7593,0.7593,0.0085,FALSE
Buenos Aires,Alberti,MECHITA,0.0098,0.6469,0.6469,0.0098,FALSE
Buenos Aires,Alberti,ALBERTI,0.0087,0.2322,0.5194,0.0096,FALSE
Buenos Aires,Alberti,PLA,0.0089,0.7949,0.7949,0.0089,FALSE
Buenos Aires,Alberti,VILLA GRISOLIA,0.0214,0.9035,0.9035,0.0214,FALSE
Buenos Aires,Almirante Brown,ALMIRANTE BROWN,0.0346,0.4912,0.9770,0.0438,FALSE
Buenos Aires,Almirante Brown,ZONA RURAL,0.0380,0.7105,0.7884,0.0423,FALSE
Buenos Aires,Avellaneda,AVELLANEDA,0.0419,0.2587,0.8674,0.1049,FALSE
Buenos Aires,Ayacucho,AYACUCHO,0.0073,0.2927,0.6458,0.0073,FALSE
Buenos Aires,Ayacucho,ZONA RURAL,0.0242,0.7519,0.8808,0.1049,FALSE
Buenos Aires,Ayacucho,UDAQUIOLA,0.1049,0.8808,0.8808,0.1049,FALSE
Buenos Aires,Ayacucho,SOLANET,0.0104,0.8081,0.8081,0.0104,FALSE
Buenos Aires,Ayacucho,LA CONSTANCIA,0.0293,0.7989,0.7989,0.0293,FALSE
Buenos Aires,Azul,AZUL,0.0093,0.2607,0.6846,0.0119,FALSE
Buenos Aires,Azul,ZONA RURAL,0.0186,0.7613,0.8845,0.0570,FALSE
Buenos Aires,Azul,ARIEL,0.0100,0.9396,0.9396,0.0100,FALSE
Buenos Aires,Azul,CACHARI,0.0078,0.3512,0.5457,0.0078,FALSE
Buenos Aires,Azul,CHILLAR,0.0114,0.2819,0.7800,0.0114,FALSE
Buenos Aires,Azul,16 DE JULIO,0.0310,0.6802,0.6802,0.0310,FALSE
Buenos Aires,Bahía Blanca,BAHIA BLANCA,0.0168,0.2815,0.8632,0.0377,FALSE
Buenos Aires,Bahía Blanca,ZONA RURAL,0.0235,0.7140,0.9708,0.0409,FALSE
Buenos Aires,Bahía Blanca,CABILDO,0.0251,0.7824,0.8296,0.0251,FALSE
Buenos Aires,Bahía Blanca,GENERAL DANIEL CERRI,0.0101,0.5950,0.7572,0.0101,FALSE
Buenos Aires,Balcarce,BALCARCE,0.0198,0.3126,0.7303,0.0229,FALSE
Buenos Aires,Balcarce,ZONA RURAL,0.0293,0.7330,0.9368,0.0796,FALSE
Buenos Aires,Balcarce,NAPALEUFU,0.0352,0.8393,0.8393,0.0352,FALSE
Buenos Aires,Balcarce,RAMOS OTERO,0.0796,0.9370,0.9421,0.0796,FALSE
Buenos Aires,Balcarce,LOS PINOS,0.0229,0.7221,0.7578,0.0229,FALSE
Buenos Aires,Balcarce,SAN AGUSTIN,0.0222,0.7524,0.7695,0.0229,FALSE
Buenos Aires,Balcarce,VILLA LAGUNA LA BRAVA,0.0622,0.8897,0.9118,0.0622,FALSE
Buenos Aires,Baradero,BARADERO,0.0295,0.3093,0.7043,0.0357,FALSE
Buenos Aires,Baradero,ZONA RURAL,0.0329,0.6762,0.9853,0.0687,FALSE
Buenos Aires,Baradero,VILLA ALSINA,0.0461,0.6932,0.6934,0.0462,FALSE
Buenos Aires,Baradero,IRINEO PORTELA,0.0298,0.7738,0.7738,0.0298,FALSE
Buenos Aires,Baradero,SANTA COLOMA,0.0687,0.7634,0.7634,0.0687,FALSE
Buenos Aires,Bartolomé Mitre,ARRECIFES,0.0196,0.3890,0.6379,0.0315,FALSE
Buenos Aires,Bartolomé Mitre,ZONA RURAL,0.0304,0.5641,0.8491,0.0352,FALSE
Buenos Aires,Bartolomé Mitre,TODD,0.0352,0.5579,0.5579,0.0352,FALSE
Buenos Aires,Bartolomé Mitre,VIÑA,0.0192,0.6094,0.6094,0.0192,FALSE
Buenos Aires,Benito Juárez,ZONA RURAL,0.0179,0.7220,0.9126,0.0727,FALSE
Buenos Aires,Benito Juárez,TEDIN URIBURU,0.0114,0.7524,0.7524,0.0114,FALSE
Buenos Aires,Benito Juárez,BENITO JUAREZ,0.0085,0.2084,0.4819,0.0100,FALSE
Buenos Aires,Benito Juárez,LOPEZ,0.0099,0.8745,0.8745,0.0099,FALSE
Buenos Aires,Benito Juárez,VILLA CACIQUE,0.0328,0.5639,0.6493,0.0328,FALSE
Buenos Aires,Benito Juárez,BARKER,0.0334,0.1814,0.1915,0.0341,FALSE
Buenos Aires,Berazategui,BERAZATEGUI,0.0367,0.3991,0.8961,0.0474,FALSE
Buenos Aires,Berazategui,ZONA RURAL,0.0461,0.9007,0.9007,0.0461,FALSE
Buenos Aires,Berisso,BERISSO,0.0371,0.3815,0.9023,0.0412,FALSE
Buenos Aires,Berisso,ZONA RURAL,0.0377,0.7613,0.9023,0.0412,FALSE
Buenos Aires,Bolívar,SAN CARLOS DE BOLIVAR,0.0148,0.2599,0.6537,0.0161,FALSE
Buenos Aires,Bolívar,ZONA RURAL,0.0142,0.6330,0.8776,0.0276,FALSE
Buenos Aires,Bolívar,HALE,0.0216,0.8720,0.8720,0.0216,FALSE
Buenos Aires,Bolívar,JUAN F. IBARRA,0.0167,0.7137,0.7137,0.0167,FALSE
Buenos Aires,Bolívar,PAULA,0.0135,0.8499,0.8499,0.0135,FALSE
Buenos Aires,Bolívar,URDAMPILLETA,0.0198,0.3756,0.5679,0.0198,FALSE
Buenos Aires,Bolívar,VILLA LYNCH PUEYRREDON,0.0175,0.8144,0.8144,0.0175,FALSE
Buenos Aires,Bolívar,PIROVANO,0.0035,0.6096,0.6278,0.0035,FALSE
Buenos Aires,Bragado,BRAGADO,0.0115,0.2855,0.5820,0.0122,FALSE
Buenos Aires,Bragado,IRALA,0.0130,0.7141,0.7618,0.0130,FALSE
Buenos Aires,Bragado,ZONA RURAL,0.0117,0.5868,0.9114,0.0247,FALSE
Buenos Aires,Bragado,WARNES,0.0122,0.6883,0.6883,0.0122,FALSE
Buenos Aires,Bragado,LA LIMPIA,0.0099,0.8345,0.8345,0.0099,FALSE
Buenos Aires,Bragado,GENERAL O BRIEN,0.0130,0.7422,0.8232,0.0130,FALSE
Buenos Aires,Bragado,JUAN F.SALABERRY,0.0130,0.9114,0.9114,0.0130,FALSE
Buenos Aires,Bragado,OLASCOAGA,0.0061,0.5229,0.5229,0.0061,FALSE
Buenos Aires,Bragado,MECHITA,0.0098,0.6189,0.7478,0.0098,FALSE
Buenos Aires,Bragado,ASAMBLEA,0.0103,0.7268,0.7268,0.0103,FALSE
Buenos Aires,Bragado,COMODORO PY,0.0061,0.6868,0.6954,0.0061,FALSE
Buenos Aires,Brandsen,ZONA RURAL,0.0247,0.6809,0.8827,0.0389,FALSE
Buenos Aires,Brandsen,SAMBOROMBON,0.0204,0.6826,0.6826,0.0204,FALSE
Buenos Aires,Brandsen,BARRIO PARQUE LAS ACACIAS,0.0146,0.6880,0.6880,0.0146,FALSE
Buenos Aires,Brandsen,CLUB DE CAMPO LAS MALVINAS,0.0150,0.5342,0.5342,0.0150,FALSE
Buenos Aires,Brandsen,CORONEL BRANDSEN,0.0150,0.3592,0.7548,0.0150,FALSE
Buenos Aires,Brandsen,BARRIO LAS GOLONDRINAS,0.0375,0.7860,0.7860,0.0375,FALSE
Buenos Aires,Brandsen,GOMEZ,0.0603,0.7115,0.7115,0.0603,FALSE
Buenos Aires,Brandsen,BARRIO LOS BOSQUECITOS,0.0212,0.4550,0.4550,0.0212,FALSE
Buenos Aires,Brandsen,CAMPOS DE ROCA,0.0352,0.4969,0.4969,0.0352,FALSE
Buenos Aires,Brandsen,POSADA DE LOS LAGOS,0.0352,0.7269,0.7269,0.0352,FALSE
Buenos Aires,Brandsen,JEPPENER,0.0107,0.3593,0.5361,0.0107,FALSE
Buenos Aires,Brandsen,ALTAMIRANO,0.0222,0.4722,0.4722,0.0222,FALSE
Buenos Aires,Brandsen,OLIDEN,0.0389,0.8070,0.8070,0.0389,FALSE
Buenos Aires,Brandsen,BARRIO EL MIRADOR,0.0328,0.7938,0.7938,0.0328,FALSE
Buenos Aires,Campana,CAMPANA,0.0499,0.4380,0.8877,0.0715,FALSE
Buenos Aires,Campana,ZONA RURAL,0.0480,0.7147,0.9949,0.0732,FALSE
Buenos Aires,Campana,LOS CARDALES,0.0679,0.4002,0.5498,0.0732,FALSE
Buenos Aires,Campana,CHACRAS DEL RIO LUJAN,0.0492,0.6614,0.8447,0.0645,FALSE
Buenos Aires,Campana,BARRIO LOS PIONEROS (BARRIO TAVELLA),0.0379,0.7587,0.7791,0.0382,FALSE
Buenos Aires,Campana,RIO LUJAN,0.0624,0.7575,0.7575,0.0624,FALSE
Buenos Aires,Cañuelas,ALEJANDRO PETION,0.0405,0.5177,0.7945,0.0414,FALSE
Buenos Aires,Cañuelas,ZONA RURAL,0.0327,0.7664,0.8575,0.0414,FALSE
Buenos Aires,Cañuelas,SANTA ROSA,0.0410,0.7504,0.8270,0.0414,FALSE
Buenos Aires,Cañuelas,CAÑUELAS,0.0255,0.4931,0.8130,0.0317,FALSE
Buenos Aires,Cañuelas,BARRIO EL TALADRO,0.0288,0.8384,0.8384,0.0288,FALSE
Buenos Aires,Cañuelas,URIBELARREA,0.0288,0.2835,0.3095,0.0288,FALSE
Buenos Aires,Cañuelas,GOBERNADOR UDAONDO,0.0381,0.8575,0.8575,0.0381,FALSE
Buenos Aires,Cañuelas,MAXIMO PAZ,0.0343,0.7604,0.8774,0.0350,FALSE
Buenos Aires,Cañuelas,VICENTE CASARES,0.0399,0.1789,0.1789,0.0399,FALSE
Buenos Aires,Capitán Sarmiento,ZONA RURAL,0.0321,0.5594,0.7437,0.0322,FALSE
Buenos Aires,Capitán Sarmiento,CAPITAN SARMIENTO,0.0322,0.4081,0.5794,0.0322,FALSE
Buenos Aires,Capitán Sarmiento,LA LUISA,0.0322,0.4940,0.4940,0.0322,FALSE
Buenos Aires,Carlos Casares,CARLOS CASARES,0.0113,0.1635,0.6760,0.0127,FALSE
Buenos Aires,Carlos Casares,SMITH,0.0095,0.6488,0.6488,0.0095,FALSE
Buenos Aires,Carlos Casares,ZONA RURAL,0.0240,0.6896,0.8858,0.0728,FALSE
Buenos Aires,Carlos Casares,MOCTEZUMA,0.0103,0.4892,0.4892,0.0103,FALSE
Buenos Aires,Carlos Casares,MAURICIO HIRSCH,0.0103,0.3588,0.3588,0.0103,FALSE
Buenos Aires,Carlos Casares,COLONIA MAURICIO,0.0103,0.8481,0.8481,0.0103,FALSE
Buenos Aires,Carlos Casares,SANTO TOMAS,0.0231,0.7193,0.7193,0.0231,FALSE
Buenos Aires,Carlos Casares,LA SOFIA,0.0728,0.8947,0.8947,0.0728,FALSE
Buenos Aires,Carlos Casares,BELLOCQ,0.0303,0.7918,0.7918,0.0303,FALSE
Buenos Aires,Carlos Casares,CADRET,0.0120,0.7609,0.7609,0.0120,FALSE
Buenos Aires,Carlos Casares,HORTENSIA,0.0231,0.8583,0.8583,0.0231,FALSE
Buenos Aires,Carlos Casares,ORDOQUI,0.0728,0.9006,0.9006,0.0728,FALSE
Buenos Aires,Carlos Tejedor,COLONIA SERE,0.0130,0.8028,0.8172,0.0130,FALSE
Buenos Aires,Carlos Tejedor,ZONA RURAL,0.0192,0.7460,0.9247,0.0304,FALSE
Buenos Aires,Carlos Tejedor,TRES ALGARROBOS,0.0089,0.8037,0.8681,0.0089,FALSE
Buenos Aires,Carlos Tejedor,TIMOTE,0.0264,0.3346,0.3717,0.0264,FALSE
Buenos Aires,Carlos Tejedor,CARLOS TEJEDOR,0.0202,0.2273,0.6062,0.0317,FALSE
Buenos Aires,Carlos Tejedor,CURARU,0.0109,0.1634,0.2158,0.0114,FALSE
Buenos Aires,Carmen de Areco,CARMEN DE ARECO,0.0216,0.3158,0.6476,0.0372,FALSE
Buenos Aires,Carmen de Areco,ZONA RURAL,0.0350,0.6247,0.8696,0.0912,FALSE
Buenos Aires,Carmen de Areco,TRES SARGENTOS,0.0424,0.5257,0.6758,0.0424,FALSE
Buenos Aires,Carmen de Areco,PUEBLO GOUIN,0.0912,0.7931,0.7931,0.0912,FALSE
Buenos Aires,Castelli,ZONA RURAL,0.0149,0.8233,0.9707,0.0251,FALSE
Buenos Aires,Castelli,CERRO DE LA GLORIA,0.0164,0.8484,0.8484,0.0164,FALSE
Buenos Aires,Castelli,CENTRO GUERRERO,0.0102,0.8136,0.9196,0.0102,FALSE
Buenos Aires,Castelli,CASTELLI,0.0102,0.5066,0.8443,0.0118,FALSE
Buenos Aires,Colón,PEARSON,0.0291,0.8406,0.8469,0.0296,FALSE
Buenos Aires,Colón,ZONA RURAL,0.0380,0.5760,0.8899,0.0440,FALSE
Buenos Aires,Colón,VILLA MANUEL POMAR,0.0397,0.7389,0.7740,0.0398,FALSE
Buenos Aires,Colón,COLON,0.0377,0.3356,0.7149,0.0378,FALSE
Buenos Aires,Colón,SARASA,0.0426,0.7740,0.7740,0.0426,FALSE
Buenos Aires,Coronel de Marina L. Rosales,PUNTA ALTA,0.0797,0.2802,0.6621,0.0909,FALSE
Buenos Aires,Coronel de Marina L. Rosales,ZONA RURAL,0.0730,0.5620,0.8833,0.1123,FALSE
Buenos Aires,Coronel de Marina L. Rosales,PAGO CHICO,0.0475,0.3940,0.3940,0.0475,FALSE
Buenos Aires,Coronel de Marina L. Rosales,VILLA GENERAL ARIAS,0.0490,0.5692,0.6183,0.0490,FALSE
Buenos Aires,Coronel de Marina L. Rosales,BAJO HONDO,0.0070,0.6494,0.6494,0.0070,FALSE
Buenos Aires,Coronel de Marina L. Rosales,BALNEARIO PEHUEN CO,0.0225,0.7985,0.8266,0.0225,FALSE
Buenos Aires,Coronel Dorrego,ZONA RURAL,0.0198,0.7050,0.9504,0.0294,FALSE
Buenos Aires,Coronel Dorrego,EL PERDIDO,0.0264,0.6462,0.6550,0.0264,FALSE
Buenos Aires,Coronel Dorrego,SAN ROMAN,0.0294,0.7864,0.7864,0.0294,FALSE
Buenos Aires,Coronel Dorrego,CORONEL DORREGO,0.0072,0.2108,0.3975,0.0078,FALSE
Buenos Aires,Coronel Dorrego,FARO,0.0264,0.8182,0.8182,0.0264,FALSE
Buenos Aires,Coronel Dorrego,APARICIO,0.0285,0.7307,0.7307,0.0285,FALSE
Buenos Aires,Coronel Dorrego,PARAJE LA RUTA,0.0285,0.7900,0.7900,0.0285,FALSE
Buenos Aires,Coronel Dorrego,IRENE,0.0285,0.8608,0.8608,0.0285,FALSE
Buenos Aires,Coronel Dorrego,ORIENTE,0.0213,0.2483,0.3229,0.0213,FALSE
Buenos Aires,Coronel Dorrego,MARISOL,0.0213,0.7529,0.7529,0.0213,FALSE
Buenos Aires,Coronel Pringles,CORONEL PRINGLES,0.0201,0.2550,0.6233,0.0208,FALSE
Buenos Aires,Coronel Pringles,ZONA RURAL,0.0152,0.7381,0.9169,0.0254,FALSE
Buenos Aires,Coronel Pringles,LARTIGAU,0.0251,0.7637,0.7637,0.0251,FALSE
Buenos Aires,Coronel Pringles,EL DIVISORIO,0.0195,0.5823,0.5823,0.0195,FALSE
Buenos Aires,Coronel Pringles,EL PENSAMIENTO,0.0195,0.9407,0.9407,0.0195,FALSE
Buenos Aires,Coronel Pringles,INDIO RICO,0.0046,0.2984,0.4619,0.0046,FALSE
Buenos Aires,Coronel Suárez,CORONEL SUAREZ,0.0082,0.3047,0.5567,0.0094,FALSE
Buenos Aires,Coronel Suárez,HUANGUELEN,0.0211,0.7271,0.8418,0.0211,FALSE
Buenos Aires,Coronel Suárez,ZONA RURAL,0.0096,0.6095,0.9207,0.0223,FALSE
Buenos Aires,Coronel Suárez,PASMAN,0.0211,0.7469,0.7469,0.0211,FALSE
Buenos Aires,Coronel Suárez,CASCADA,0.0223,0.9034,0.9034,0.0223,FALSE
Buenos Aires,Coronel Suárez,CURAMALAL,0.0094,0.8124,0.8124,0.0094,FALSE
Buenos Aires,Coronel Suárez,D ORBIGNY,0.0063,0.7655,0.7655,0.0063,FALSE
Buenos Aires,Coronel Suárez,VILLA ARCADIA,0.0088,0.6065,0.6065,0.0088,FALSE
Buenos Aires,Coronel Suárez,SANTA TRINIDAD,0.0063,0.5152,0.5338,0.0063,FALSE
Buenos Aires,Coronel Suárez,SAN JOSE,0.0063,0.5610,0.5662,0.0063,FALSE
Buenos Aires,Coronel Suárez,SANTA MARIA,0.0063,0.6425,0.7088,0.0063,FALSE
Buenos Aires,Chacabuco,CHACABUCO,0.0147,0.2653,0.6496,0.0192,FALSE
Buenos Aires,Chacabuco,ZONA RURAL,0.0182,0.6328,0.7955,0.0466,FALSE
Buenos Aires,Chacabuco,LOS ANGELES,0.0466,0.7168,0.7168,0.0466,FALSE
Buenos Aires,Chacabuco,RAWSON,0.0161,0.3425,0.5108,0.0161,FALSE
Buenos Aires,Chacabuco,CASTILLA,0.0176,0.6851,0.7934,0.0199,FALSE
Buenos Aires,Chacabuco,O HIGGINS,0.0247,0.1271,0.1799,0.0247,FALSE
Buenos Aires,Chascomús,CHASCOMUS,0.0092,0.2740,0.7265,0.0122,FALSE
Buenos Aires,Chascomús,ZONA RURAL,0.0142,0.7272,0.9035,0.0326,FALSE
Buenos Aires,Chascomús,BARRIO LOMAS ALTAS,0.0086,0.5915,0.7899,0.0086,FALSE
Buenos Aires,Chascomús,VILLA PARQUE GIRADO,0.0108,0.7269,0.7269,0.0108,FALSE
Buenos Aires,Chascomús,LAGUNA VITEL,0.0145,0.3000,0.4151,0.0176,FALSE
Buenos Aires,Chascomús,MANUEL J. COBO,0.0098,0.2578,0.3645,0.0105,FALSE
Buenos Aires,Chivilcoy,CHIVILCOY,0.0145,0.3099,0.7041,0.0164,FALSE
Buenos Aires,Chivilcoy,EMILIO AYARZA,0.0161,0.8733,0.8832,0.0161,FALSE
Buenos Aires,Chivilcoy,ZONA RURAL,0.0150,0.6728,0.9129,0.0240,FALSE
Buenos Aires,Chivilcoy,GOROSTIAGA,0.0168,0.2596,0.3667,0.0171,FALSE
Buenos Aires,Chivilcoy,LA RICA,0.0164,0.7951,0.7951,0.0164,FALSE
Buenos Aires,Chivilcoy,BENITEZ,0.0143,0.6804,0.6804,0.0143,FALSE
Buenos Aires,Chivilcoy,RAMON BIAUS,0.0047,0.8267,0.8267,0.0047,FALSE
Buenos Aires,Chivilcoy,SAN SEBASTIAN,0.0055,0.7515,0.7515,0.0055,FALSE
Buenos Aires,Chivilcoy,MOQUEHUA,0.0047,0.7317,0.9065,0.0047,FALSE
Buenos Aires,Daireaux,SALAZAR,0.0101,0.6087,0.6677,0.0101,FALSE
Buenos Aires,Daireaux,ZONA RURAL,0.0097,0.6199,0.9842,0.0400,FALSE
Buenos Aires,Daireaux,ANDAT,0.0205,0.8810,0.8810,0.0205,FALSE
Buenos Aires,Daireaux,LA LARGA,0.0086,0.8613,0.8613,0.0086,FALSE
Buenos Aires,Daireaux,ARBOLEDAS,0.0071,0.8363,0.8363,0.0071,FALSE
Buenos Aires,Daireaux,DAIREAUX,0.0089,0.2511,0.6665,0.0105,FALSE
Buenos Aires,Dolores,DOLORES,0.0071,0.4198,0.9742,0.0077,FALSE
Buenos Aires,Dolores,SEVIGNE,0.0223,0.2396,0.2396,0.0223,FALSE
Buenos Aires,Dolores,ZONA RURAL,0.0093,0.8725,0.9662,0.0184,FALSE
Buenos Aires,Ensenada,ENSENADA,0.0437,0.2959,0.8403,0.0488,FALSE
Buenos Aires,Ensenada,ZONA RURAL,0.0419,0.6176,0.7258,0.0484,FALSE
Buenos Aires,Escobar,ESCOBAR,0.0696,0.5112,0.9443,0.1071,FALSE
Buenos Aires,Escobar,ZONA RURAL,0.0771,0.8392,0.9443,0.0868,FALSE
Buenos Aires,Esteban Echeverría,ESTEBAN ECHEVERRIA,0.0401,0.5051,0.9372,0.0795,FALSE
Buenos Aires,Esteban Echeverría,ZONA RURAL,0.0601,0.7402,0.8445,0.0795,FALSE
Buenos Aires,Exaltación de la Cruz,DIEGO GAYNOR,0.0455,0.8714,0.8858,0.0455,FALSE
Buenos Aires,Exaltación de la Cruz,ZONA RURAL,0.0641,0.6805,0.8178,0.0849,FALSE
Buenos Aires,Exaltación de la Cruz,CAPILLA DEL SEÑOR,0.0474,0.2978,0.7470,0.0760,FALSE
Buenos Aires,Exaltación de la Cruz,PARADA ROBLES - PAVON,0.0697,0.6617,0.8608,0.0814,FALSE
Buenos Aires,Exaltación de la Cruz,ARROYO DE LA CRUZ,0.0849,0.7804,0.7804,0.0849,FALSE
Buenos Aires,Exaltación de la Cruz,LOS CARDALES,0.0731,0.6822,0.7825,0.0732,FALSE
Buenos Aires,Exaltación de la Cruz,PARADA ORLANDO,0.0849,0.6836,0.6836,0.0849,FALSE
Buenos Aires,Ezeiza,ZONA RURAL,0.0505,0.7542,0.8622,0.0574,FALSE
Buenos Aires,Ezeiza,EZEIZA,0.0431,0.4592,0.8655,0.0966,FALSE
Buenos Aires,Florencio Varela,FLORENCIO VARELA,0.0412,0.5302,0.9142,0.0558,FALSE
Buenos Aires,Florentino Ameghino,ZONA RURAL,0.0214,0.7460,0.8509,0.0390,FALSE
Buenos Aires,Florentino Ameghino,BLAQUIER,0.0390,0.2908,0.3636,0.0390,FALSE
Buenos Aires,Florentino Ameghino,FLORENTINO AMEGHINO,0.0175,0.2799,0.6808,0.0238,FALSE
Buenos Aires,Florentino Ameghino,PORVENIR,0.0162,0.8130,0.8130,0.0162,FALSE
Buenos Aires,General Alvarado,MIRAMAR,0.0356,0.3170,0.6492,0.0595,FALSE
Buenos Aires,General Alvarado,ZONA RURAL,0.0245,0.7050,0.9471,0.0366,FALSE
Buenos Aires,General Alvarado,MECHONGUE,0.0188,0.2389,0.7645,0.0188,FALSE
Buenos Aires,General Alvarado,MAR DEL SUR,0.0296,0.6606,0.6995,0.0296,FALSE
Buenos Aires,General Alvarado,CENTINELA DEL MAR,0.0291,0.8019,0.8019,0.0291,FALSE
Buenos Aires,General Alvarado,COMANDANTE NICANOR OTAMENDI,0.0214,0.6710,0.7607,0.0214,FALSE
Buenos Aires,General Alvear,ZONA RURAL,0.0137,0.7240,0.8764,0.0197,FALSE
Buenos Aires,General Alvear,GENERAL ALVEAR,0.0132,0.2763,0.7048,0.0132,FALSE
Buenos Aires,General Arenales,ZONA RURAL,0.0221,0.6522,0.8633,0.0399,FALSE
Buenos Aires,General Arenales,LA TRINIDAD,0.0440,0.8374,0.8374,0.0440,FALSE
Buenos Aires,General Arenales,FERRE,0.0379,0.7066,0.7553,0.0430,FALSE
Buenos Aires,General Arenales,LA ANGELITA,0.0342,0.7574,0.7574,0.0342,FALSE
Buenos Aires,General Arenales,GENERAL ARENALES,0.0173,0.2590,0.5133,0.0173,FALSE
Buenos Aires,General Arenales,ESTACION ARENALES,0.0173,0.8104,0.8104,0.0173,FALSE
Buenos Aires,General Arenales,ARRIBEÑOS,0.0118,0.3755,0.6906,0.0118,FALSE
Buenos Aires,General Arenales,ASCENSION,0.0300,0.3101,0.6762,0.0333,FALSE
Buenos Aires,General Belgrano,ZONA RURAL,0.0323,0.7649,0.8881,0.0574,FALSE
Buenos Aires,General Belgrano,GORCHS,0.0574,0.8881,0.8881,0.0574,FALSE
Buenos Aires,General Belgrano,GENERAL BELGRANO,0.0169,0.2315,0.6245,0.0169,FALSE
Buenos Aires,General Guido,ZONA RURAL,0.0174,0.8030,0.8985,0.0385,FALSE
Buenos Aires,General Guido,GENERAL GUIDO,0.0155,0.7667,0.8773,0.0158,FALSE
Buenos Aires,General Guido,LABARDEN,0.0159,0.7593,0.7593,0.0159,FALSE
Buenos Aires,General Juan Madariaga,GENERAL JUAN  MADARIAGA,0.0120,0.3537,0.7529,0.0153,FALSE
Buenos Aires,General Juan Madariaga,ZONA RURAL,0.0368,0.7416,0.8653,0.0906,FALSE
Buenos Aires,General La Madrid,ZONA RURAL,0.0101,0.7358,0.9554,0.0208,FALSE
Buenos Aires,General La Madrid,LA COLINA,0.0059,0.2189,0.3472,0.0059,FALSE
Buenos Aires,General La Madrid,GENERAL LA MADRID,0.0060,0.1885,0.6548,0.0103,FALSE
Buenos Aires,General La Madrid,LAS MARTINETAS,0.0104,0.7300,0.7957,0.0104,FALSE
Buenos Aires,General La Madrid,LIBANO,0.0104,0.7490,0.7490,0.0104,FALSE
Buenos Aires,General La Madrid,PONTAUT,0.0208,0.8225,0.8225,0.0208,FALSE
